Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Quarter,Weekday,Profit per Unit,Revenue per Unit,Margin Bucket
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Street Footwear,25.0,475,118750.0,41563.0,0.35,In-store,2021,2021-07,2021Q3,Saturday,87.50105263157894,250.0,Medium
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,425,106250.0,42500.0,0.4,In-store,2021,2021-07,2021Q3,Saturday,100.0,250.0,Medium
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Apparel,35.0,425,148750.0,52063.0,0.35,In-store,2021,2021-07,2021Q3,Saturday,122.50117647058823,350.0,Medium
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Apparel,40.0,600,240000.0,120000.0,0.5,In-store,2021,2021-07,2021Q3,Saturday,200.0,400.0,High
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Street Footwear,35.0,750,262500.0,105000.0,0.4,In-store,2021,2021-08,2021Q3,Wednesday,140.0,350.0,Medium
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Athletic Footwear,35.0,525,183750.0,64313.0,0.35,In-store,2021,2021-08,2021Q3,Wednesday,122.50095238095238,350.0,Medium
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Street Footwear,30.0,450,135000.0,47250.0,0.35,In-store,2021,2021-08,2021Q3,Wednesday,105.0,300.0,Medium
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,375,75000.0,30000.0,0.4,In-store,2021,2021-08,2021Q3,Wednesday,80.0,200.0,Medium
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Apparel,30.0,350,105000.0,36750.0,0.35,In-store,2021,2021-08,2021Q3,Wednesday,105.0,300.0,Medium
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Apparel,35.0,525,183750.0,91875.0,0.5,In-store,2021,2021-08,2021Q3,Wednesday,175.0,350.0,High
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Street Footwear,30.0,650,195000.0,78000.0,0.4,In-store,2021,2021-09,2021Q3,Sunday,120.0,300.0,Medium
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Athletic Footwear,25.0,450,112500.0,39375.0,0.35,In-store,2021,2021-09,2021Q3,Sunday,87.5,250.0,Medium
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Street Footwear,10.0,350,35000.0,12250.0,0.35,In-store,2021,2021-09,2021Q3,Sunday,35.0,100.0,Medium
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Athletic Footwear,10.0,325,32500.0,13000.0,0.4,In-store,2021,2021-09,2021Q3,Sunday,40.0,100.0,Medium
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Apparel,20.0,325,65000.0,22750.0,0.35,In-store,2021,2021-09,2021Q3,Sunday,70.0,200.0,Medium
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Apparel,25.0,400,100000.0,50000.0,0.5,In-store,2021,2021-09,2021Q3,Sunday,125.0,250.0,High
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Street Footwear,30.0,575,172500.0,69000.0,0.4,In-store,2021,2021-10,2021Q4,Monday,120.0,300.0,Medium
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Athletic Footwear,20.0,400,80000.0,28000.0,0.35,In-store,2021,2021-10,2021Q4,Monday,70.0,200.0,Medium
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Street Footwear,20.0,300,60000.0,21000.0,0.35,In-store,2021,2021-10,2021Q4,Monday,70.0,200.0,Medium
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,275,55000.0,22000.0,0.4,In-store,2021,2021-10,2021Q4,Monday,80.0,200.0,Medium
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,30.0,275,82500.0,28875.0,0.35,In-store,2021,2021-10,2021Q4,Monday,105.0,300.0,Medium
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Apparel,35.0,400,140000.0,70000.0,0.5,In-store,2021,2021-10,2021Q4,Monday,175.0,350.0,High
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Men's Street Footwear,30.0,550,165000.0,66000.0,0.4,In-store,2021,2021-11,2021Q4,Thursday,120.0,300.0,Medium
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Men's Athletic Footwear,20.0,400,80000.0,28000.0,0.35,In-store,2021,2021-11,2021Q4,Thursday,70.0,200.0,Medium
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Women's Street Footwear,20.0,345,69000.0,24150.0,0.35,In-store,2021,2021-11,2021Q4,Thursday,70.0,200.0,Medium
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,375,75000.0,30000.0,0.4,In-store,2021,2021-11,2021Q4,Thursday,80.0,200.0,Medium
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Men's Apparel,40.0,350,140000.0,49000.0,0.35,In-store,2021,2021-11,2021Q4,Thursday,140.0,400.0,Medium
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Women's Apparel,45.0,450,202500.0,101250.0,0.5,In-store,2021,2021-11,2021Q4,Thursday,225.0,450.0,High
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Men's Street Footwear,40.0,700,280000.0,112000.0,0.4,In-store,2021,2021-12,2021Q4,Friday,160.0,400.0,Medium
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Men's Athletic Footwear,30.0,500,150000.0,52500.0,0.35,In-store,2021,2021-12,2021Q4,Friday,105.0,300.0,Medium
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Women's Street Footwear,30.0,450,135000.0,47250.0,0.35,In-store,2021,2021-12,2021Q4,Friday,105.0,300.0,Medium
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Women's Athletic Footwear,30.0,400,120000.0,48000.0,0.4,In-store,2021,2021-12,2021Q4,Friday,120.0,300.0,Medium
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Men's Apparel,40.0,400,160000.0,56000.0,0.35,In-store,2021,2021-12,2021Q4,Friday,140.0,400.0,Medium
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Women's Apparel,45.0,500,225000.0,112500.0,0.5,In-store,2021,2021-12,2021Q4,Friday,225.0,450.0,High
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Men's Street Footwear,30.0,350,105000.0,36750.0,0.35,In-store,2021,2021-01,2021Q1,Sunday,105.0,300.0,Medium
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Men's Athletic Footwear,40.0,350,140000.0,49000.0,0.35,In-store,2021,2021-01,2021Q1,Sunday,140.0,400.0,Medium
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Street Footwear,40.0,350,140000.0,49000.0,0.35,In-store,2021,2021-01,2021Q1,Sunday,140.0,400.0,Medium
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Athletic Footwear,40.0,200,80000.0,28000.0,0.35,In-store,2021,2021-01,2021Q1,Sunday,140.0,400.0,Medium
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Men's Apparel,45.0,150,67500.0,27000.0,0.4,In-store,2021,2021-01,2021Q1,Sunday,180.0,450.0,Medium
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Apparel,40.0,400,160000.0,48000.0,0.3,In-store,2021,2021-01,2021Q1,Sunday,120.0,400.0,Medium
West Gear,1128299,2021-02-24,West,Utah,Salt Lake City,Men's Street Footwear,30.0,450,135000.0,47250.0,0.35,In-store,2021,2021-02,2021Q1,Wednesday,105.0,300.0,Medium
West Gear,1128299,2021-02-24,West,Utah,Salt Lake City,Men's Athletic Footwear,40.0,350,140000.0,49000.0,0.35,In-store,2021,2021-02,2021Q1,Wednesday,140.0,400.0,Medium
West Gear,1128299,2021-02-24,West,Utah,Salt Lake City,Women's Street Footwear,40.0,350,140000.0,49000.0,0.35,In-store,2021,2021-02,2021Q1,Wednesday,140.0,400.0,Medium
West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Athletic Footwear,40.0,200,80000.0,28000.0,0.35,In-store,2021,2021-02,2021Q1,Wednesday,140.0,400.0,Medium
West Gear,1128299,2021-02-24,West,Oregon,Portland,Men's Apparel,45.0,125,56250.0,22500.0,0.4,In-store,2021,2021-02,2021Q1,Wednesday,180.0,450.0,Medium
West Gear,1128299,2021-02-24,West,Oregon,Portland,Women's Apparel,40.0,325,130000.0,39000.0,0.3,In-store,2021,2021-02,2021Q1,Wednesday,120.0,400.0,Medium
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Street Footwear,40.0,475,190000.0,66500.0,0.35,In-store,2021,2021-03,2021Q1,Tuesday,140.0,400.0,Medium
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Athletic Footwear,50.0,325,162500.0,56875.0,0.35,In-store,2021,2021-03,2021Q1,Tuesday,175.0,500.0,Medium
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Street Footwear,55.0,350,192500.0,67375.0,0.35,In-store,2021,2021-03,2021Q1,Tuesday,192.5,550.0,Medium
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,50.0,250,125000.0,43750.0,0.35,In-store,2021,2021-03,2021Q1,Tuesday,175.0,500.0,Medium
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Apparel,55.0,100,55000.0,22000.0,0.4,In-store,2021,2021-03,2021Q1,Tuesday,220.0,550.0,Medium
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Apparel,50.0,300,150000.0,45000.0,0.3,In-store,2021,2021-03,2021Q1,Tuesday,150.0,500.0,Medium
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Street Footwear,55.0,475,261250.0,91438.0,0.35,In-store,2021,2021-04,2021Q2,Saturday,192.50105263157894,550.0,Medium
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Athletic Footwear,60.0,275,165000.0,57750.0,0.35,In-store,2021,2021-04,2021Q2,Saturday,210.0,600.0,Medium
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Street Footwear,60.0,325,195000.0,68250.0,0.35,In-store,2021,2021-04,2021Q2,Saturday,210.0,600.0,Medium
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Athletic Footwear,45.0,225,101250.0,35438.0,0.35,In-store,2021,2021-04,2021Q2,Saturday,157.50222222222223,450.0,Medium
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Apparel,50.0,125,62500.0,25000.0,0.4,In-store,2021,2021-04,2021Q2,Saturday,200.0,500.0,Medium
West Gear,1128299,2021-04-24,West,Oregon,Portland,Women's Apparel,65.0,300,195000.0,58500.0,0.3,In-store,2021,2021-04,2021Q2,Saturday,195.0,650.0,Medium
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Street Footwear,50.0,500,250000.0,87500.0,0.35,In-store,2021,2021-05,2021Q2,Tuesday,175.0,500.0,Medium
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Athletic Footwear,55.0,350,192500.0,67375.0,0.35,In-store,2021,2021-05,2021Q2,Tuesday,192.5,550.0,Medium
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Street Footwear,55.0,350,192500.0,67375.0,0.35,In-store,2021,2021-05,2021Q2,Tuesday,192.5,550.0,Medium
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Athletic Footwear,50.0,275,137500.0,48125.0,0.35,In-store,2021,2021-05,2021Q2,Tuesday,175.0,500.0,Medium
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Apparel,45.0,175,78750.0,31500.0,0.4,In-store,2021,2021-05,2021Q2,Tuesday,180.0,450.0,Medium
West Gear,1128299,2021-05-25,West,Oregon,Portland,Women's Apparel,60.0,525,315000.0,94500.0,0.3,In-store,2021,2021-05,2021Q2,Tuesday,180.0,600.0,Medium
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Street Footwear,55.0,775,426250.0,149188.0,0.35,In-store,2021,2021-06,2021Q2,Thursday,192.50064516129032,550.0,Medium
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Athletic Footwear,65.0,650,422500.0,147875.0,0.35,In-store,2021,2021-06,2021Q2,Thursday,227.5,650.0,Medium
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Street Footwear,80.0,650,520000.0,182000.0,0.35,In-store,2021,2021-06,2021Q2,Thursday,280.0,800.0,Medium
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Athletic Footwear,80.0,525,420000.0,147000.0,0.35,In-store,2021,2021-06,2021Q2,Thursday,280.0,800.0,Medium
West Gear,1128299,2021-06-24,West,Oregon,Portland,Men's Apparel,90.0,400,360000.0,144000.0,0.4,In-store,2021,2021-06,2021Q2,Thursday,360.0,900.0,Medium
West Gear,1128299,2021-06-24,West,Oregon,Portland,Women's Apparel,105.0,700,735000.0,220500.0,0.3,In-store,2021,2021-06,2021Q2,Thursday,315.0,1050.0,Medium
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Street Footwear,85.0,850,722500.0,252875.0,0.35,In-store,2021,2021-07,2021Q3,Friday,297.5,850.0,Medium
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Athletic Footwear,90.0,700,630000.0,220500.0,0.35,In-store,2021,2021-07,2021Q3,Friday,315.0,900.0,Medium
West Gear,1128299,2021-07-23,West,Oregon,Portland,Women's Street Footwear,90.0,650,585000.0,204750.0,0.35,In-store,2021,2021-07,2021Q3,Friday,315.0,900.0,Medium
West Gear,1128299,2021-07-23,West,Oregon,Portland,Women's Athletic Footwear,85.0,550,467500.0,163625.0,0.35,In-store,2021,2021-07,2021Q3,Friday,297.5,850.0,Medium
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Apparel,90.0,600,540000.0,216000.0,0.4,In-store,2021,2021-07,2021Q3,Friday,360.0,900.0,Medium
West Gear,1128299,2021-07-23,West,Oregon,Portland,Women's Apparel,105.0,600,630000.0,189000.0,0.3,In-store,2021,2021-07,2021Q3,Friday,315.0,1050.0,Medium
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Street Footwear,90.0,800,720000.0,252000.0,0.35,In-store,2021,2021-08,2021Q3,Tuesday,315.0,900.0,Medium
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Athletic Footwear,80.0,775,620000.0,217000.0,0.35,In-store,2021,2021-08,2021Q3,Tuesday,280.0,800.0,Medium
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Street Footwear,70.0,650,455000.0,159250.0,0.35,In-store,2021,2021-08,2021Q3,Tuesday,245.0,700.0,Medium
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Athletic Footwear,70.0,425,297500.0,104125.0,0.35,In-store,2021,2021-08,2021Q3,Tuesday,245.0,700.0,Medium
West Gear,1128299,2021-08-24,West,Oregon,Portland,Men's Apparel,70.0,425,297500.0,119000.0,0.4,In-store,2021,2021-08,2021Q3,Tuesday,280.0,700.0,Medium
West Gear,1128299,2021-08-24,West,Oregon,Portland,Women's Apparel,75.0,250,187500.0,56250.0,0.3,In-store,2021,2021-08,2021Q3,Tuesday,225.0,750.0,Medium
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Street Footwear,50.0,450,225000.0,78750.0,0.35,In-store,2021,2021-09,2021Q3,Saturday,175.0,500.0,Medium
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Athletic Footwear,55.0,450,247500.0,86625.0,0.35,In-store,2021,2021-09,2021Q3,Saturday,192.5,550.0,Medium
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Street Footwear,50.0,250,125000.0,43750.0,0.35,In-store,2021,2021-09,2021Q3,Saturday,175.0,500.0,Medium
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Athletic Footwear,50.0,200,100000.0,35000.0,0.35,In-store,2021,2021-09,2021Q3,Saturday,175.0,500.0,Medium
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Apparel,60.0,225,135000.0,54000.0,0.4,In-store,2021,2021-09,2021Q3,Saturday,240.0,600.0,Medium
West Gear,1128299,2021-09-25,West,Oregon,Portland,Women's Apparel,45.0,250,112500.0,33750.0,0.3,In-store,2021,2021-09,2021Q3,Saturday,135.0,450.0,Medium
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Street Footwear,40.0,350,140000.0,49000.0,0.35,In-store,2021,2021-10,2021Q4,Sunday,140.0,400.0,Medium
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Athletic Footwear,55.0,525,288750.0,101063.0,0.35,In-store,2021,2021-10,2021Q4,Sunday,192.50095238095238,550.0,Medium
West Gear,1128299,2021-10-24,West,Oregon,Portland,Women's Street Footwear,50.0,350,175000.0,61250.0,0.35,In-store,2021,2021-10,2021Q4,Sunday,175.0,500.0,Medium
West Gear,1128299,2021-10-24,West,Oregon,Portland,Women's Athletic Footwear,45.0,325,146250.0,51188.0,0.35,In-store,2021,2021-10,2021Q4,Sunday,157.50153846153847,450.0,Medium
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Apparel,55.0,300,165000.0,66000.0,0.4,In-store,2021,2021-10,2021Q4,Sunday,220.0,550.0,Medium
West Gear,1128299,2021-10-24,West,Oregon,Portland,Women's Apparel,60.0,350,210000.0,63000.0,0.3,In-store,2021,2021-10,2021Q4,Sunday,180.0,600.0,Medium
West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Street Footwear,45.0,575,258750.0,90563.0,0.35,In-store,2021,2021-11,2021Q4,Wednesday,157.50086956521739,450.0,Medium
West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Athletic Footwear,50.0,650,325000.0,113750.0,0.35,In-store,2021,2021-11,2021Q4,Wednesday,175.0,500.0,Medium
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Street Footwear,45.0,475,213750.0,74813.0,0.35,In-store,2021,2021-11,2021Q4,Wednesday,157.50105263157894,450.0,Medium
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Athletic Footwear,55.0,450,247500.0,86625.0,0.35,In-store,2021,2021-11,2021Q4,Wednesday,192.5,550.0,Medium
West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Apparel,75.0,425,318750.0,127500.0,0.4,In-store,2021,2021-11,2021Q4,Wednesday,300.0,750.0,Medium
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Apparel,80.0,550,440000.0,132000.0,0.3,In-store,2021,2021-11,2021Q4,Wednesday,240.0,800.0,Medium
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Street Footwear,65.0,750,487500.0,170625.0,0.35,In-store,2021,2021-12,2021Q4,Thursday,227.5,650.0,Medium
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Athletic Footwear,75.0,750,562500.0,196875.0,0.35,In-store,2021,2021-12,2021Q4,Thursday,262.5,750.0,Medium
West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Street Footwear,70.0,550,385000.0,134750.0,0.35,In-store,2021,2021-12,2021Q4,Thursday,245.0,700.0,Medium
West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Athletic Footwear,70.0,550,385000.0,134750.0,0.35,In-store,2021,2021-12,2021Q4,Thursday,245.0,700.0,Medium
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Apparel,80.0,475,380000.0,152000.0,0.4,In-store,2021,2021-12,2021Q4,Thursday,320.0,800.0,Medium
West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Apparel,85.0,575,488750.0,146625.0,0.3,In-store,2021,2021-12,2021Q4,Thursday,255.0,850.0,Medium
West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Street Footwear,35.0,400,140000.0,56000.0,0.4,In-store,2021,2021-01,2021Q1,Sunday,140.0,350.0,Medium
West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Athletic Footwear,45.0,400,180000.0,72000.0,0.4,In-store,2021,2021-01,2021Q1,Sunday,180.0,450.0,Medium
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Street Footwear,45.0,400,180000.0,72000.0,0.4,In-store,2021,2021-01,2021Q1,Sunday,180.0,450.0,Medium
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,45.0,250,112500.0,45000.0,0.4,In-store,2021,2021-01,2021Q1,Sunday,180.0,450.0,Medium
West Gear,1128299,2021-01-17,West,Oregon,Portland,Men's Apparel,50.0,200,100000.0,45000.0,0.45,In-store,2021,2021-01,2021Q1,Sunday,225.0,500.0,High
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Apparel,45.0,450,202500.0,70875.0,0.35,In-store,2021,2021-01,2021Q1,Sunday,157.5,450.0,Medium
West Gear,1128299,2021-02-17,West,Oregon,Portland,Men's Street Footwear,35.0,500,175000.0,70000.0,0.4,In-store,2021,2021-02,2021Q1,Wednesday,140.0,350.0,Medium
West Gear,1128299,2021-02-17,West,Oregon,Portland,Men's Athletic Footwear,45.0,400,180000.0,72000.0,0.4,In-store,2021,2021-02,2021Q1,Wednesday,180.0,450.0,Medium
West Gear,1128299,2021-02-17,West,Oregon,Portland,Women's Street Footwear,45.0,400,180000.0,72000.0,0.4,In-store,2021,2021-02,2021Q1,Wednesday,180.0,450.0,Medium
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Athletic Footwear,45.0,250,112500.0,45000.0,0.4,In-store,2021,2021-02,2021Q1,Wednesday,180.0,450.0,Medium
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Men's Apparel,50.0,175,87500.0,39375.0,0.45,In-store,2021,2021-02,2021Q1,Wednesday,225.0,500.0,High
West Gear,1128299,2021-02-17,South,Louisiana,New Orleans,Women's Apparel,45.0,375,168750.0,59063.0,0.35,In-store,2021,2021-02,2021Q1,Wednesday,157.50133333333332,450.0,Medium
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Street Footwear,45.0,525,236250.0,94500.0,0.4,In-store,2021,2021-03,2021Q1,Tuesday,180.0,450.0,Medium
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Athletic Footwear,55.0,375,206250.0,82500.0,0.4,In-store,2021,2021-03,2021Q1,Tuesday,220.0,550.0,Medium
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Street Footwear,60.0,400,240000.0,96000.0,0.4,In-store,2021,2021-03,2021Q1,Tuesday,240.0,600.0,Medium
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Athletic Footwear,55.0,300,165000.0,66000.0,0.4,In-store,2021,2021-03,2021Q1,Tuesday,220.0,550.0,Medium
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Men's Apparel,60.0,150,90000.0,40500.0,0.45,In-store,2021,2021-03,2021Q1,Tuesday,270.0,600.0,High
West Gear,1128299,2021-03-16,South,Louisiana,New Orleans,Women's Apparel,45.0,350,157500.0,55125.0,0.35,In-store,2021,2021-03,2021Q1,Tuesday,157.5,450.0,Medium
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Street Footwear,50.0,525,262500.0,105000.0,0.4,In-store,2021,2021-04,2021Q2,Saturday,200.0,500.0,Medium
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Athletic Footwear,55.0,325,178750.0,71500.0,0.4,In-store,2021,2021-04,2021Q2,Saturday,220.0,550.0,Medium
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Street Footwear,55.0,375,206250.0,82500.0,0.4,In-store,2021,2021-04,2021Q2,Saturday,220.0,550.0,Medium
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Athletic Footwear,40.0,275,110000.0,44000.0,0.4,In-store,2021,2021-04,2021Q2,Saturday,160.0,400.0,Medium
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Apparel,45.0,175,78750.0,35438.0,0.45,In-store,2021,2021-04,2021Q2,Saturday,202.50285714285715,450.0,High
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Women's Apparel,60.0,350,210000.0,73500.0,0.35,In-store,2021,2021-04,2021Q2,Saturday,210.0,600.0,Medium
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Street Footwear,45.0,550,247500.0,99000.0,0.4,In-store,2021,2021-05,2021Q2,Tuesday,180.0,450.0,Medium
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Athletic Footwear,50.0,400,200000.0,80000.0,0.4,In-store,2021,2021-05,2021Q2,Tuesday,200.0,500.0,Medium
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Street Footwear,50.0,400,200000.0,80000.0,0.4,In-store,2021,2021-05,2021Q2,Tuesday,200.0,500.0,Medium
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,45.0,325,146250.0,58500.0,0.4,In-store,2021,2021-05,2021Q2,Tuesday,180.0,450.0,Medium
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Men's Apparel,40.0,225,90000.0,40500.0,0.45,In-store,2021,2021-05,2021Q2,Tuesday,180.0,400.0,High
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Apparel,65.0,575,373750.0,130813.0,0.35,Online,2021,2021-05,2021Q2,Tuesday,227.50086956521739,650.0,Medium
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Street Footwear,60.0,825,495000.0,198000.0,0.4,Online,2021,2021-06,2021Q2,Thursday,240.0,600.0,Medium
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Athletic Footwear,70.0,700,490000.0,196000.0,0.4,Online,2021,2021-06,2021Q2,Thursday,280.0,700.0,Medium
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Street Footwear,85.0,700,595000.0,238000.0,0.4,Online,2021,2021-06,2021Q2,Thursday,340.0,850.0,Medium
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Athletic Footwear,85.0,575,488750.0,195500.0,0.4,Online,2021,2021-06,2021Q2,Thursday,340.0,850.0,Medium
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Apparel,95.0,450,427500.0,192375.0,0.45,Online,2021,2021-06,2021Q2,Thursday,427.5,950.0,High
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Women's Apparel,110.0,750,825000.0,288750.0,0.35,Online,2021,2021-06,2021Q2,Thursday,385.0,1100.0,Medium
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,90.0,900,810000.0,324000.0,0.4,Online,2021,2021-07,2021Q3,Friday,360.0,900.0,Medium
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Athletic Footwear,95.0,750,712500.0,285000.0,0.4,Online,2021,2021-07,2021Q3,Friday,380.0,950.0,Medium
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Street Footwear,95.0,700,665000.0,266000.0,0.4,Online,2021,2021-07,2021Q3,Friday,380.0,950.0,Medium
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Athletic Footwear,90.0,600,540000.0,216000.0,0.4,Online,2021,2021-07,2021Q3,Friday,360.0,900.0,Medium
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Apparel,95.0,650,617500.0,277875.0,0.45,Online,2021,2021-07,2021Q3,Friday,427.5,950.0,High
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Women's Apparel,110.0,650,715000.0,250250.0,0.35,Online,2021,2021-07,2021Q3,Friday,385.0,1100.0,Medium
